Company,Image,employerprofile_employerrating_lq_zl,jobcard_seolink_r4hue_URL,Title,Location,Salary,Description,Salary1,mlxsm,Description2,dflex
ZONTAL Inc,,,"https://www.glassdoor.com/job-listing/data-scientist-provo-ut-zontal-inc-JV_KO0,23_KE24,34.htm?jl=1008936740572","Data Scientist (Provo, UT)","Provo, UT",,"Bachelor’s or Master’s degree in Computer Science, Information Technology, Engineering, Bioinformatics, Computational Chemistry, or comparable field.…",,Easy Apply,,2d
The Hiller Companies Llc3.7 ★,https://media.glassdoor.com/sql/4320253/hiller-squareLogo-1625063487696.png,3.7 ★,"https://www.glassdoor.com/job-listing/data-scientist-the-hiller-companies-llc-JV_KO0,14_KE15,39.htm?jl=1008934019841",Data Scientist,"Mobile, AL",$74K - $112K (Glassdoor est.),"Bachelor’s degree or higher in computer science, data science, statistics, or a related field. Demonstrated ability to design, develop, and deploy end-to-end……",(Glassdoor est.),Easy Apply,data,3d
FullScope,,,"https://www.glassdoor.com/job-listing/data-scientist-fullscope-JV_KO0,14_KE15,24.htm?jl=1008807104575",Data Scientist,"Suitland, MD",$150K (Employer est.),"Utilize various programming languages, analytic techniques, and tools to develop statistical algorithms and models, automate data conditioning and analysis,……",(Employer est.),Easy Apply,data,30d+
Camping World3 ★,https://media.glassdoor.com/sql/19691/camping-world-squareLogo-1634929690623.png,3 ★,"https://www.glassdoor.com/job-listing/data-scientist-camping-world-JV_KO0,14_KE15,28.htm?jl=1008897933736",Data Scientist,"Lincolnshire, IL",$79K - $108K (Glassdoor est.),"In this role, you will use data science, statistics, economics, mathematics or similar training and experience to develop models, perform analysis, and create……",(Glassdoor est.),Easy Apply,data,23d
AmeriTEK Global5 ★,https://media.glassdoor.com/sql/3149659/ameritek-nj-squarelogo-1581563834060.png,5 ★,"https://www.glassdoor.com/job-listing/data-scientist-ameritek-global-JV_KO0,14_KE15,30.htm?jl=1007325227014",Data Scientist,"Piscataway, NJ",$75K - $109K (Glassdoor est.),Master’s degree in Computers /IT/ Engineering /Math/Science/Business or related field with 6 (six) months of experience in The job offered or closely related……,(Glassdoor est.),Easy Apply,,30d+
Wizeline3.9 ★,https://media.glassdoor.com/sql/868055/wizeline-squareLogo-1637798239335.png,3.9 ★,"https://www.glassdoor.com/job-listing/data-scientist-wizeline-JV_KO0,14_KE15,23.htm?jl=1008933376807",Data Scientist,Remote,,Your expertise in synthesizing and communicating insights and recommendations to audiences of varying levels of technical sophistication will enable you to……,,,,4d
McDonald's Corporation3.5 ★,https://media.glassdoor.com/sql/432/mcdonald-s-squareLogo-1696368009989.png,3.5 ★,"https://www.glassdoor.com/job-listing/data-scientist-mcdonald-s-corporation-JV_KO0,14_KE15,37.htm?jl=1008929691752",Data Scientist,"Chicago, IL",$103K - $159K (Glassdoor est.),A successful Data Scientist will be a thought leader with the ability to design optimal solutions for business problems and clearly communicate and translate……,(Glassdoor est.),Easy Apply,Data,5d
Merge API5 ★,https://media.glassdoor.com/sql/4850154/merge-ca-squareLogo-1616524037512.png,5 ★,"https://www.glassdoor.com/job-listing/data-scientist-merge-api-JV_KO0,14_KE15,24.htm?jl=1008935195284",Data Scientist,"San Francisco, CA",$135K - $175K (Employer est.),"Bachelor's or Master's degree in Data Science, Computer Science, Statistics, or a related field. Proficiency in programming languages such as Python or R for……",(Employer est.),Easy Apply,Data,3d
BRdata,,,"https://www.glassdoor.com/job-listing/junior-data-scientist-brdata-JV_KO0,21_KE22,28.htm?jl=1008912835260",Junior Data Scientist,"Melville, NY",$65K (Employer est.),"A successful Junior Data Scientist demonstrates competency in data engineering , statistical analysis, and visualization, through programming, project execution……",(Employer est.),Easy Apply,Data,16d
ZymoChem,https://media.glassdoor.com/sql/5375280/zymochem-squarelogo-1645519023109.png,,"https://www.glassdoor.com/job-listing/data-scientist-zymochem-JV_KO0,14_KE15,23.htm?jl=1008908092798",Data Scientist,"San Leandro, CA",$160K - $190K (Employer est.),"This position is responsible for the design, development, and implementation of LIMS solutions and similar data management to support the research teams.…",(Employer est.),Easy Apply,data,18d
DataMinds Services,,,"https://www.glassdoor.com/job-listing/data-scientist-dataminds-services-JV_KO0,14_KE15,33.htm?jl=1008915071789",Data Scientist,"San Francisco, CA",$119K (Employer est.),"Bachelor's degree in a quantitative field such as Mathematics, Statistics, or Computer Science. Apply machine learning techniques to develop predictive models……",(Employer est.),Easy Apply,,13d
Ingress IT Solutions,,,"https://www.glassdoor.com/job-listing/data-scientist-ingress-it-solutions-JV_KO0,14_KE15,35.htm?jl=1008887215575",Data Scientist,"Herndon, VA",$32.00 - $42.00 Per Hour (Employer est.),"Using machine learning tools to select features, create and optimize classifiers. Processing, cleansing, and validating the integrity of data to be used for……",(Employer est.),Easy Apply,data,27d
Freshworks3.8 ★,https://media.glassdoor.com/sql/1680273/freshworks-squarelogo-1496949941423.png,3.8 ★,"https://www.glassdoor.com/job-listing/data-scientist-freshworks-JV_KO0,14_KE15,25.htm?jl=1008925737469",Data Scientist,"San Mateo, CA",$250K - $330K (Employer est.),"Present complex data findings, research outcomes, and AI-driven solutions in a clear and concise manner to both technical and non-technical stakeholders.…",(Employer est.),Easy Apply,data,8d
"Buyers Edge Platform, LLC4.4 ★",https://media.glassdoor.com/sql/2940257/buyers-edge-platform-squarelogo-1582542542531.png,4.4 ★,"https://www.glassdoor.com/job-listing/data-scientist-buyers-edge-platform-llc-JV_KO0,14_KE15,39.htm?jl=1008825643382",Data Scientist,Remote,,"Educational Background: A bachelor's or master's degree in computer science, statistics, mathematics, or a related field. Who are we looking for?…",,Easy Apply,,30d+
Bayer3.9 ★,https://media.glassdoor.com/sql/4245/bayer-squarelogo-1517479913351.png,3.9 ★,"https://www.glassdoor.com/job-listing/data-scientist-remote-sensing-bayer-JV_KO0,29_KE30,35.htm?jl=1008937935787","Data Scientist, Remote Sensing",Remote,$126K - $203K (Employer est.),"Design and develop quality scientific algorithms to derive features from satellite remote sensing data, such as multispectral and/or radar that captures the……",(Employer est.),,data,2d
Truth Initiative4.6 ★,https://media.glassdoor.com/sql/34149/truth-initiative-squarelogo-1599657192384.png,4.6 ★,"https://www.glassdoor.com/job-listing/data-scientist-truth-initiative-JV_KO0,14_KE15,31.htm?jl=1008757693982",Data Scientist,"Washington, DC",$97K - $137K (Glassdoor est.),"Master’s degree in a relevant field (e.g., statistics, business analytics, data analytics, public health); Partner with stakeholders across business units (i.e.……",(Glassdoor est.),Easy Apply,data,30d+
Frankenmuth Insurance Company4.4 ★,https://media.glassdoor.com/sql/16982/frankenmuth-mutual-squarelogo-1425901367499.png,4.4 ★,"https://www.glassdoor.com/job-listing/data-scientist-frankenmuth-insurance-company-JV_KO0,14_KE15,44.htm?jl=1008930502478",Data Scientist,Michigan,,"Summary: Under direct supervision and following standard procedures, applies advanced analytical techniques to complex data sets to develop distinctive……",,,data,5d
Cenergistic LLC4 ★,https://media.glassdoor.com/sql/774967/cenergistic-squarelogo-1557254086379.png,4 ★,"https://www.glassdoor.com/job-listing/data-scientist-cenergistic-llc-JV_KO0,14_KE15,30.htm?jl=1008931287537",Data Scientist,"Dallas, TX",$81K - $119K (Glassdoor est.),"Bachelor's or Master's degree in Data Science, Statistics, Computer Science, or a related field. As a Data Scientist specializing in operations excellence……",(Glassdoor est.),Easy Apply,Data,5d
Direct Relief4.2 ★,https://media.glassdoor.com/sql/27623/direct-relief-international-squarelogo-1442495731102.png,4.2 ★,"https://www.glassdoor.com/job-listing/data-scientist-direct-relief-JV_KO0,14_KE15,28.htm?jl=1008908364688",Data Scientist,"Santa Barbara, CA",$120K - $140K (Employer est.),"Data Pipeline Design and Management: Design and develop efficient data pipelines using SQL, BigQuery, and other tools to collect, clean, transform, and store……",(Employer est.),Easy Apply,Data,18d
L3A Protocol,,,"https://www.glassdoor.com/job-listing/data-scientist-web3-l3a-protocol-JV_KO0,19_KE20,32.htm?jl=1008936324187",Data Scientist - Web3,Remote,$5K (Employer est.),"Bachelor's or Master's degree in Data Science, Computer Science, Statistics, or a related field. Contributions to open-source projects or publications within……",(Employer est.),Easy Apply,Data,2d
PCI Government Services4 ★,https://media.glassdoor.com/sql/7004778/pci-government-services-squarelogo-1655286643665.png,4 ★,"https://www.glassdoor.com/job-listing/senior-data-analyst-pci-government-services-JV_KO0,19_KE20,43.htm?jl=1008935442321",Senior Data Analyst,"Huntsville, AL",$77K (Employer est.),"BS in computer science, engineering, applied mathematics, statistics, or a related field preferred. 8 plus years in a technical field.…",(Employer est.),Easy Apply,,3d
"Systems Planning and Analysis, Inc.4.3 ★",https://media.glassdoor.com/sql/132662/systems-planning-and-analysis-inc-squareLogo-1694085670526.png,4.3 ★,"https://www.glassdoor.com/job-listing/data-scientist-industrial-training-analysis-systems-planning-and-analysis-inc-JV_KO0,43_KE44,77.htm?jl=1008810297919",Data Scientist - Industrial Training Analysis,"Philadelphia, PA",$73K - $107K (Glassdoor est.),"Bachelor’s degree in technical field, including engineering, data analysis, operations, statistical analysis, mathematics, etc.…",(Glassdoor est.),,data,30d+
Osaic3.7 ★,https://media.glassdoor.com/sql/1403632/advisor-group-squareLogo-1689370360356.png,3.7 ★,"https://www.glassdoor.com/job-listing/senior-data-analyst-regulatory-relations-osaic-JV_KO0,40_KE41,46.htm?jl=1008753136403","Senior Data Analyst, Regulatory Relations",United States,,"Bachelor’s degree is required, preferably in Finance, Business Administration, Computer Science, or another related field. Analyze and report data trends (20%).…",,Easy Apply,data,30d+
"Nationwide IT Services, Inc3.6 ★",,3.6 ★,"https://www.glassdoor.com/job-listing/data-scientist-nationwide-it-services-inc-JV_KO0,14_KE15,41.htm?jl=1008931512536",Data Scientist,Remote,$88K - $136K (Employer est.),Five (5) years of experience as a Data Scientist leading data science efforts. The data scientist shall provide expert leadership and guidance in performance……,(Employer est.),Easy Apply,Data,5d
GloComms4.1 ★,https://media.glassdoor.com/sql/2956365/glocomms-squarelogo-1575967797477.png,4.1 ★,"https://www.glassdoor.com/job-listing/data-scientist-glocomms-JV_KO0,14_KE15,23.htm?jl=1008932785986",Data Scientist,Texas,,STEM Degree holder with 2+ years of Data Science work experience (background in energy or manufacturing preferred).…,,Easy Apply,Data,4d
Wedgewood Village Pharmacy Llc3 ★,https://media.glassdoor.com/sql/486496/wedgewood-pharmacy-squarelogo-1606927719846.png,3 ★,"https://www.glassdoor.com/job-listing/data-scientist-wedgewood-village-pharmacy-llc-JV_KO0,14_KE15,45.htm?jl=1008908769477",Data Scientist,"Portland, ME",$83K - $127K (Glassdoor est.),"Leveraging AI/ML tools and statistical knowledge, design and develop ML models to support marketing initiatives with the ability to interpret and present……",(Glassdoor est.),Easy Apply,,17d
Cognoa3.4 ★,https://media.glassdoor.com/sql/2214776/cognoa-squarelogo-1572874630402.png,3.4 ★,"https://www.glassdoor.com/job-listing/biomedical-data-scientist-cognoa-JV_KO0,25_KE26,32.htm?jl=1008933773301",Biomedical Data Scientist,Remote,$100K - $130K (Employer est.),"As a member of our data science team, you will work closely with cross-functional teams to analyze complex healthcare data, develop machine learning models, and……",(Employer est.),Easy Apply,data,4d
UIC Alaska2.8 ★,https://media.glassdoor.com/sql/4314648/uic-bowhead-transport-squarelogo-1681745911560.png,2.8 ★,"https://www.glassdoor.com/job-listing/data-scientist-uic-alaska-JV_KO0,14_KE15,25.htm?jl=1008908417181",Data Scientist,"Vicksburg, MS",$82K - $128K (Glassdoor est.),"BS Degree and two to five (2-5+) years of experience in a related field or related area, or a combination of education and experience.…",(Glassdoor est.),,,18d
Publicis Media3.9 ★,https://media.glassdoor.com/sql/5844/publicis-groupe-squareLogo-1678086931522.png,3.9 ★,"https://www.glassdoor.com/job-listing/junior-data-scientist-publicis-media-JV_KO0,21_KE22,36.htm?jl=1008839667481",Junior Data Scientist,"New York, NY",$70K - $105K (Employer est.),"Bachelor's or Master's degree in a relevant field (e.g., Data Science, Statistics, Computer Science, Mathematics, or a related discipline).…",(Employer est.),Easy Apply,Data,30d+
Core One4.4 ★,https://media.glassdoor.com/sql/3109071/core-one-squarelogo-1574193771280.png,4.4 ★,"https://www.glassdoor.com/job-listing/jr-data-scientist-core-one-JV_KO0,17_KE18,26.htm?jl=1008930949294",Jr. Data Scientist,"Tampa, FL",$70K - $111K (Glassdoor est.),"Apply comprehensive database design practices, encompassing table relationships, the creation of intricate queries, implementation of user interfaces, report……",(Glassdoor est.),Easy Apply,,5d
CVS Health3.1 ★,https://media.glassdoor.com/sql/437/cvs-health-squareLogo-1613508257835.png,3.1 ★,"https://www.glassdoor.com/job-listing/data-scientist-cvs-health-JV_KO0,14_KE15,25.htm?jl=1008937663842",Data Scientist,"New York, NY",$81K - $170K (Employer est.),"Number of paid holidays, sick time and other time off are provided consistent with relevant state law and Company policies. 3 to 5 years work experience.…",(Employer est.),,,2d
