Title,Title_URL,Company_name,Location,css1ihavw2,metadata_divcontainsclass_css1ihavw2,Description,Description1,Description2,date,Location3,more_loc_URL,more_loc,Title1,Title_URL1,Titl1,Location1,css1ihav1,metadata_divcontainsclass_css1ihav1,Description3,Descriptio1,date1,more_loc_URL1,more_loc1,Locatio1,Description4
Data Scientist/Quantitative Analyst,https://www.indeed.com/rc/clk?jk=5b1df7374a0aa25d&fccid=e1c9c509af506a08&vjs=3,Federal Reserve Bank of Minneapolis,"Hybrid remote in Minneapolis, MN 55401",Full-time,Full-time,"Bachelor's degree in quantitative subject such as computer science, statistics, mathematics, physics, engineering, or degree in another subject such as finance,…",,,"Posted
Posted 11 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=384184835f4a8f66&fccid=bb307ecf9644ad08&vjs=3,Phantom,"Remote in New York, NY","$140,000 - $220,000 a year",Flextime,Empower the company with data - Generate and communicate data-driven insights to influence product and business decisions.,data,,"Posted
Posted 9 days ago",,,,,,,,,,,,,,,,
"Data Scientist V Data Science (100% remote from CA, GA, HI, CO, VA, MD, DC, OR, WA states)",https://www.indeed.com/rc/clk?jk=46a6a9e008511364&fccid=48ecd526e3aa3225&vjs=3,Kaiser Permanente,"Remote in Downey, CA","$155,000 - $200,640 a year",Full-time,Conducts or oversees business-specific projects by applying deep expertise in subject area; promoting adherence to all procedures and policies; developing work…,,,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35aj2k7co800&jk=46a6a9e008511364&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_2TKoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 3 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=fc5eb93cd2d0e086&fccid=430345d982138f73&vjs=3,HCSC,"Hybrid remote in Chicago, IL",Full-time,Full-time,Experience in at least four of the following six areas: 1) data analysis and relational-style query languages; 2) machine learning and/or statistical modeling;…,data,,"Posted
Posted 6 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35aj2k7co800&jk=fc5eb93cd2d0e086&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-wyDyqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 3 available locations,,,,,,,,,,,,,
Associate Data Scientist,https://www.indeed.com/rc/clk?jk=24c5d44852b4578b&fccid=c4bc23324dcf8d3c&vjs=3,Anheuser-Busch,"St. Louis, MO","$74,400 - $88,350 a year",Full-time,"1+ years of real-world experience as a data scientist, mathematician, or operations specialist applying optimization techniques, statistical/econometric and/or…",data,,"Posted
Posted 5 days ago",,,,,,,,,,,,,,,,
Principal Data Scientist,https://www.indeed.com/rc/clk?jk=0a73fced6e3e4d71&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"Hybrid remote in Redmond, WA 98052","$133,600 - $256,800 a year",Full-time,"Partner with PM, engineering, research and other data scientists to formulate data-driven answers to business and decision-making problems, applying a wide…",data,,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35aj2k7co800&jk=0a73fced6e3e4d71&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-pIaoQIAoJbm9ybXRpdGxlGhNwcmluY2lwYWwgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=74ebb68410b35cc9&fccid=74540dcd08f53d72&vjs=3,UCLA Health,"Los Angeles, CA 90095",$26.20 - $51.39 an hour,,Knowledge and deployment of advanced statistical and machine learning concepts used in big data analysis.,data,Experience in working with high-performance computing…,"Posted
Posted 30+ days ago",,,,,,,,,,,,,,,,
Machine Learning Data Scientist - Inventory Algorithms,https://www.indeed.com/rc/clk?jk=624765d7faf16bfe&fccid=1c70eede37c5caee&vjs=3,Stitch Fix,Remote,"$160,000 - $194,000 a year",,This link leads to the machine readable files that are made available in response to the federal Transparency in Coverage Rule and includes negotiated service…,,,"Posted
Posted 30+ days ago",Remote,https://www.indeed.com/addlLoc/redirect?tk=1hdd35aj2k7co800&jk=624765d7faf16bfe&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_VicQHqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
Lead Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cj-KmZPsf9w80C8b1WzNVrlanjD2SXJjxuCbUWHsXPZkFBy4Qr63BQKSyytxWB3SgLm-f0nIvEw1WHNc8pJffuu7UFqUfiETsyrpSNbs-G1mW8HQdUS02o1vSsV1T29ezpc7JQQ9W_096tXWKfLtqsRBEJyDD5OSIygSVBxMYsFxHuy5UpxXM73SnVkxmtsrA64MnQOtoVDYMyg6eO6n-oRxWJ6rt2ll35PKxlOSk4hYvCOd_hBeV9MOM6kidhObPDRtR8JWmgTV8EHwDiQiBB-d2Fjqy_0xujM54Cai_BQNHvSQ-biB9VFMdAi5SZDYxekkHiSyEvmRo4LSqUlEQ2y3NfD3KK6PcrUo-q0qfptY7EKkqWqggRPHuQ4JJUKMEjhZ8CVnDgugdceT5LVAouulCRut5DaRBNUa0fpUknwqmUrr3U4RZAhly11TAP0pxkEvV7TqgNMG2inNDV5dxDKMuG3A9fpey3B8FRYoOz4uDY9d7STIaKEcRvkb6dhDKpxEu5GqVBLd61xKbLk58ZAmbkfysm-kGl6sAKgC4J_2Ly1rQ3q2ZxuOlbi1aTfgrQ8puDUElt-RlKSNqpX8yyNZ4QajQ8pwfADhqeQmcr-CnI7cNcResb-RQy_iVibQGcA2-xWRDUSOWmGUGuSCcykI4xtBCDSWgvP7RmaRWBKo9tFGzZkNiAt8f6OJRIFhubQtInWwmnnM5szuYUX17UxjjP43OMfQGqOd1DOWrvqsE5UNUQPekjma3p_83B6ZrUviBx0V-at2v0dA4PWZPvcDhle_vzG4qoUyWhVlHgvKnhVieLEjv70THZBubp6ikFplxMqa0t-VQ0VurRaTnuLLNzUWYE1AQ_pQeDA6xM2WZq4Kgx6f1ohoM5cNhFLHaWklrdiA-0DsoppINT1d9EfG4I1HMkGJFKkaKf-nY3dA4I_NRxm3RDY3WB3v6lsQeufhPAX848E6OU1X3cfS2MyzKdEhf6S-c6rT5k07Re7wCznk90a5fPT7euL1SwQ0wt8SpFyqD5F-dY1o6X5V1wMF3YsYmob-K_vz-RaERHV1LCSwGAGsz2VmFKvruVyqUvKxY5bhOqAYx9OiCn6WGe4XUZk3J_YYpZ40CLpxQ4NG62PGHc2YxWzYM6oMMMuaTg-794GbINhM46KknlxDgs3DLjHHG14Vysb5Edet5hhg2L6ts0FDVCR4Rml964A-yEulqZZFeIqtDfiL0ipC5xhVag4-COmBlEeIz79_uz5Li6k1VdIC7t&xkcb=SoBN-_M3JtOagmA1FL0FbzkdCdPP&p=14&fvj=0&vjs=3,Comcast,"Philadelphia, PA 19148 
(Stadium District area)",Full-time,Full-time,The Data Science team builds the end-to-end systems and tools that democratizes machine learning to meet the needs of business by partnering with key internal…,Data,,"Posted
Posted 30+ days ago",(Stadium District area),,,,,,,,,,,,,,,
Applied Research Mathematician/ Mathematical Statistician,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtOHGk5utQAbhlcSYjmxeK_H4ERVvxIPtHkE9zWaQvmAC-NE9HRKwI58atZmJrUp4jvS88Xb03eYvXFmYqoJtOazozh1wXSFRmw4eF8FyqmcJe7HZnXaEt7Yh1w_9rj5aW84bnvo2uWdtCYmq3sVmTLLjZZtCC3RACVDK_N94MsZL9thF5LfhSOXW96NAH8juLuzdX2gLZEOaop9AZW0o0-ea3ud-kKvCYwUvuC-hU9C-b9bSQqDxHFE7K5Ycfg9maAc69D5lWwyt7oo2hpNGnK-Hvy065UsF1wxJhIqiSpsp9Ntpdk6w-G-6TTAsicTzdQAgYNDwRnIRkIOyuP8D8Tu3JZJjMFRx5Q6q48skUH6oTW7AXD63M_YvNZqx8aC57_XZesz09jhSUy0RpWKhdCiz5Pt0SCbXHF8LKN7Zxa0Kgb0w67_2slmOzPWq5iDAukt8UQrid3sizvXafogS6LNGDbU4ocY1DrifipYEvpmZYJvij7wQVI-VCohTAd_z8Hy1wewTv0CscMwFeo8feJ7B6mXpcvUN-M1spgq5Vw71UvnTrksnUVzQN9vMeoiZF4NVsiEEJpT3&xkcb=SoAf-_M3JtOZ3MQgQR0LbzkdCdPP&p=0&fvj=0&vjs=3,National Security Agency,"Fort Meade, MD","$81,233 - $142,341 a year","Monday to Friday
+2","A wide range of technical expertise finds a natural fit at NSA including, but not limited to, fields of algebra, combinatorics, Fourier analysis, operations…",,,"Posted
Posted 28 days ago",,,,,,,,,,,,,,,,
Lead Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cj-KmZPsf9w80C8b1WzNVrlanjD2SXJjxuCbUWHsXPZkFBy4Qr63BQKSyytxWB3SgLm-f0nIvEw1WHNc8pJffuu7UFqUfiETsyrpSNbs-G1mW8HQdUS02o1vSsV1T29ezpc7JQQ9W_096tXWKfLtqsRBEJyDD5OSIygSVBxMYsF-66vywZ9o5X4-U4nKfTyX9jlkYDehJ2qG0v15VRKHS5iTQictaSxhjiPvZBmN7-C_zs8aBxdZafdfpealgRGt6xbm3zvnQDQlIbvrYOuItH_9XPwXqSPGVGqvisuQg4Kx440BBHE75kF94dm77ViGM60RqtE6gDyKlb9P1iPvqpC6bI_idjxnOaWvFURba-X2Go2zdS_QzTH6WkNAMRtbsbArvNi4p6SK9Y72Bw8lQtRp6wQuJDXnbjcch8H_NRXERlUFCpWuY7twpVsZJU76n8W6ANvcBfsFkeuT2kIyObGi7yKZpXcQeh82Ujyk2qSjYp4QbOxhMlTZ4xntT8rZWAW60Jl9vxgk_Nl0xeTgx_YlCkL6pdLotGx4KQjk-kfPWKN3XZLpfxbAnHZ2i1OA7IyqB2RTneIGUWxD0gbqMsLTR68DRQpOQ2JuW9zCCV1XHsJUdMVXdQzVLMT1UGIjGhTOoDD_MB0i-vUWuzkZvxF7wAEJVBt_G2ppUZte3QdATOoy1S9pr94yTnRkEvVINmCH4Thwh3V8KWUNgX2628pxcCJbzTQBKEVZ6jKV0lOeR5t2qe3gLofk5YCX2A4DNWniRt18Cr2maoCIe-CzHqUVb6ROdUngj3ICz4D0XLm_OLsrN9l6jDt9VQNL4QDEd9xYay2F6F1a2qACEqunHI-Dlub8VS71D7_F7191IY1m1LXqP7cKMQ4A6aW0kluKWKF7jEG1HXram4zygOSMbRqpbKeloapRHO5xHAowqy-t6TnwO18AA0qArv7kBOKRcF2yuvDzsoq0hLVbp2yxURuQMWjPZlPUUisL6hszS2PX-z9Mt0a56F-9hbMATWaTxSbAzDZJSdGjQrAWBEwk3_8m_1K_BHTlHlij3j8-UpYuBdSbx4lZuxZPJUETYO7CjpS1OZ7WtrxLjYPJ2_Z2tWRWQrY-YCadIl_jY5hHNjL2SDsHTPQAUOgUEcYF2YvzhcarZhX1CVs4TL2Yme2IbYWQf8ExDHXP3oO_1BAzs2ycXy5_cDerFVD2KyQ2iCnkcF7ISC2PYdPGp33WtpuWjo_DY9Ayr4D7UoqKbioRECFJgRJGzXh0N9&xkcb=SoCr-_M3JtOZ3MQgQR0KbzkdCdPP&p=1&fvj=0&vjs=3,Comcast,"Philadelphia, PA 19148 
(Stadium District area)",Full-time,Full-time,The Data Science team builds the end-to-end systems and tools that democratizes machine learning to meet the needs of business by partnering with key internal…,Data,,"Posted
Posted 30+ days ago",(Stadium District area),,,,,,,,,,,,,,,
Senior Predictive Modeler,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2pP6k9OuB9dVVqjF_PdujusYNLdeVulQvAlytZ7WHPLDUR8wUESqpcdgIq0kFHzHwAmhYBtIxYfzjD7L6Edx9ayLlFNoeQY5NHi5n9DqYViHfYFh1me92fmGT3A0fx0tvZvFbukpezZHVEsjCXUavn0wq9_zWiOvv1ODTalxjQ0BhS756ICL3OoaFbAsW0Qt7PuCldD8rat9p60scor3MLby-11pDalxrmW55bwaPyG1LPKSABAcdvDItKU0VJrXgTS8N4PYKjTX1ICQ7CG0uksTVjlJS7erxKwJiozSININWmXyX6gxv8pckxfjPKVPdMD-0ln_XuNZfcRFkXP47Ukz2kGgPPQe-DXYZyNr_mta3JH3mxR1ilhnOyCZL6W1oQAsCOMr9gQotmRIQFPvKpPu92SySRC5xwWzaTukYi1GLPQ9VNIC6vZnm3Spo01HlN6oI73_5E31qdUITPjVKc_toiTSbRIPIWwZeVrqJ4SJCRCLEadRFS5i2nf7DGaU4ux7Bv7P2bBg3se7K-ZX6U30vDwQAYCwyUYWZF_h22hDHRcUqYv_Gkea8pFVJpyE1aitFLWbKcjZPDVmLNFwhbBu_oAeKrWKHeA2v7qiKhQ==&xkcb=SoA2-_M3JtOZ3MQgQR0JbzkdCdPP&p=2&fvj=1&vjs=3,Sitewise Analytics,"Dallas, TX","From $90,000 a year",Full-time,"Using a dynamic mix of machine learning approaches blended with classical statistical techniques and spatial analytics, the members of the team develop…",,,"Employer
Active 3 days ago",,,,,,,,,,,,,,,,
AI Developer - Contractor,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DY0o1vBkDF7ijZdphmN8ZpJjzNfoJ8hIIfocg_Q3_4rrU9MZaBYUA8inFsKV3suctbWkEVESkYcNgP7wRdHhF7Bq29ekffgM_hjURF1_Sv1RpsQIkEkeWDWLoEjO-_N-LrOTZHE_I2WrnlUvus4pSU6jSPzJ9CZMa7zMGWPwY1MMl21SPcmZNdAiLBKBSopf0THyY3MJweJeSzwREc0xpCA7WmD_Xq6PyICPbmipJxj3hnUjdVGqAdq4ECEl1_TVKrVL3TFQkKa9XKjjoni8DLPHEabDuzkO2yND_A5mGCBIyEJnci8Z2DgXbS8gCANSIbU74CJ05rfmMJcj20hcQko0jETZspYJ0zoGWfXFEevey2ZSUwxejLK3V4rnmtsXgP_d0CIB_liBFiTVHCWJIlWa7N5lfRlJMk5--H2tqxe5AtZTCv3v4m9ouFGVQTb2bw9kK2J-9bMZT0wvIfD1o_gqesyNttVpwbw9rRn2VuXZSKlMZRhUsw1I0HqlF6zThd4UlLsWx9Mw0hAZR-_Rf3gR7CpxGUQKa3rwb9X7TvbnHi0RRfS91yD7qJLplxJ2646DptOKS4A0izuiiwfrzw5VgmUmKLJK-AY7qmUsb3-S2YuzQWQkJ521cKbAaSgPAqY95h4IHIaMoQJtQldKMgTx2Bxat9rq3lSez6LGnHrzQv194uRMOQIhSXh7dUA5C9SWFrnLzQDXOkHbsE_F-XLx_rANb0UPT2txNvdEtFUO2nmS25xnmlAa6SyNyhnWqYgcfbvt_sS9VY8yShdxvS&xkcb=SoCC-_M3JtOZ3MQgQR0IbzkdCdPP&p=3&fvj=0&vjs=3,EY,"North Palm Beach, FL",$100 - $130 an hour,Full-time,"Data Preprocessing: Collect, clean, and preprocess data for training and testing machine learning models.",data,Model Training: Train and fine-tune machine learning…,"Posted
Posted 4 days ago",,,,,,,,,,,,,,,,
Entry Level - Associate Data Scientist - Commercial,https://www.indeed.com/rc/clk?jk=10a0d9d6df49cc76&fccid=de71a49b535e21cb&vjs=3,IBM,"Atlanta, GA 30301 
(Buckhead area)","$93,000 - $121,000 a year",Full-time,"You’ll use a variety of data (structured, unstructured, IoT streaming), analytics, AI tools, and programming languages often using a cloud infrastructure to…",data,,"Posted
Posted 30+ days ago",(Buckhead area),https://www.indeed.com/addlLoc/redirect?tk=1hdd35f3bk7ih800&jk=10a0d9d6df49cc76&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_oO6oQJwoJbm9ybXRpdGxlGhplbnRyeSBsZXZlbCBkYXRhIHNjaWVudGlzdA%253D%253D,View all 2 available locations,,,,,,,,,,,,,
DATA SCIENTIST,https://www.indeed.com/rc/clk?jk=190a082079ea8382&fccid=3e901f592b439cea&vjs=3,Centers for Disease Control and Prevention,"Atlanta, GA","$69,107 - $177,978 a year",Full-time,"As a DATA SCIENTIST, you will: Consult and collaborate with statistical, data science, artificial intelligence and public health professionals in the collection…",DATA,,"Posted
Posted 17 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35f3bk7ih800&jk=190a082079ea8382&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_PwQGqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 2 available locations,,,,,,,,,,,,,
"Data Scientist, Creators",https://www.indeed.com/rc/clk?jk=2824c5aedfa6e2ae&fccid=7095ffd299c81ef3&vjs=3,Notion,"New York, NY","$160,000 - $215,000 a year",,"You'll partner closely with a product, engineering, and marketing pillar at every step of the development process, driving forward data science and analytics…",data,,"Posted
Posted 24 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35f3bk7ih800&jk=2824c5aedfa6e2ae&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-8w8czqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
2024 University Graduate - Data Scientist,https://www.indeed.com/rc/clk?jk=09fa128742fe72f7&fccid=f89deb5a97c7738a&vjs=3,Adobe,"Seattle, WA 98103 
(Fremont area)","$82,600 - $153,100 a year",Full-time,"Your primary focus will be to develop and maintain a robust data architecture to advance our reporting, analytics, and experimentation capabilities, and on a…",data,,"Posted
Posted 30+ days ago",(Fremont area),https://www.indeed.com/addlLoc/redirect?tk=1hdd35f3bk7ih800&jk=09fa128742fe72f7&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-ZkguqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 5 available locations,,,,,,,,,,,,,
Jr. Data Scientist,https://www.indeed.com/rc/clk?jk=5ea44f656f2bf465&fccid=1f46884a3fc52544&vjs=3,Kyla,"Remote in San Jose, CA",Full-time,Full-time,"— Collaborate with data scientists, medical doctors, nurses and software engineers.",data,— Intermediate or higher English level — you will have to read a lot of…,"Posted
Posted 30+ days ago",,,,,,,,,,,,,,,,
College Graduate - Data Science (BS/MS),https://www.indeed.com/rc/clk?jk=3c21a0e654ace006&fccid=936367796261bd6e&vjs=3,INTEL,"Santa Clara, CA","$105,930 - $158,890 a year",Full-time,"It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation.",,,"Posted
Posted 30+ days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35f3bk7ih800&jk=3c21a0e654ace006&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_7Y6oQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 20 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=2b9e92179d9761df&fccid=ef4be98af276034b&vjs=3,Kraft Heinz Company,"Hybrid remote in Chicago, IL",,,You are proficient in machine learning to deliver clustering- time series- classification- regression- anomaly detection- simulation- and optimization queries.,,,"Posted
Posted 30+ days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35f3bk7ih800&jk=2b9e92179d9761df&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-ghZ4aqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
"Data Scientist, Remote Sensing",https://www.indeed.com/rc/clk?jk=bff93011e3369d49&fccid=e08122e0e993cc32&vjs=3,Bayer,Remote,"$126,497 - $202,812 a year",Full-time,"Comprehensive health benefits including medical, dental, vision, life, and disability, as well as a Life Solutions Plan covering mental health benefits.",,,"Posted
Posted 2 days ago",Remote,https://www.indeed.com/addlLoc/redirect?tk=1hdd35f3bk7ih800&jk=bff93011e3369d49&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_DSaoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 11 available locations,,,,,,,,,,,,,
"Data Scientist, Model e",https://www.indeed.com/rc/clk?jk=44883a2af6aab52e&fccid=761c44c17d636bfe&vjs=3,Ford Motor Company,"Remote in Detroit, MI 48216",Full-time,Full-time,"3+ years of experience, with specific focus on data science and machine learning.",data,3+ years of SQL experience for data manipulation/data engineering.,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
Jr. Data Scientist,https://www.indeed.com/rc/clk?jk=f420fd336c4b892f&fccid=90364bdd6d185b45&vjs=3,ClimateAI,Remote,,,Background in data analysis and machine learning (NNs and decision-tree based regression and classification).,data,Experience working with large data sets.,"Posted
Posted 16 days ago",Remote,,,,,,,,,,,,,,,
Azure Data Architect,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CtvmMS2gh6TFcPtfg_dSoYlEhoKWvWvhdJKzal6LE4pcAtPAqzcHUiMCUvyYpUnpoTbYER0MzaFoyOAPbdyknIxqSazzqLsIcz6O3krRAnpyeQXQsRXorSqYayospyqX6H1zJDVEBP_zyJx8EdBPyjrgsRMMvHL7V6cf8hD7rUHwIfqSozowW6fdOHb6oqvHQYU25UwoGz6OlGxa1Cd9NNzj985NI4cH2ShcPX2jlQs8gqIzPQ6-QLDb7SzCFMmyeGrA96FEH-jRhGdZsAx0Y_5Q5v-B9ZiWbF0AM6IQzsTBYM5eDVLlkpu3YXI_ShQDiut_3cSVfYozoBE8_rgzYOujN4t_8q1eqY2V6IhkU5cr3oLTwJR_l8iQ9rl0wEqKONFUBhpb2WkmegKAzmU30m9k-EuIYO3fWOfv35JujEgGUNBPgiQ4SrMS_6Ueddhy-Txd_HwZMMJfpk_Aei3dmmtGqICMQVMJ0hz-3j-L3LnGODuAMBIB2LgHYxYtRhLlgkldg9AhOj5vKmLZ0JSgHHUPx0SXTQRVFGdub6N9DA8PxvM-fdzjw3fvS44M7rDy7xWBL7pWPNOZb0Y87SGGeTmwqO9FZU0KChB4fsaIPTe-LweBkd0koG&xkcb=SoBC-_M3JtOZ3MQgQR0FbzkdCdPP&p=14&fvj=0&vjs=3,Cognizant Technology Solutions,"Plano, TX 75086",Full-time,Full-time,"With the power to apply artificial intelligence and data science to business decisions via enterprise data management solutions, we help leading companies…",data,,"Posted
Posted 8 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35f3bk7ih800&jk=16dc767c379a0c86&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-ie6oQHwoJbm9ybXRpdGxlGhJzb2Z0d2FyZSBhcmNoaXRlY3Q%253D,View all 5 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtGlr3wcSMURH9oqKq1q2FCfUEVrCkUcUvYkaqaQqQ4KG5_TQBvz1oR33pkfr9ubYgwx2u-0l-BfYDz--nCzoVP35cPIFb5Il-B9gGtxFg2TyV0MhE6nOlpL9CiLovbN65M6NJqu5udMFyfU0l3ljScbm4dUq3WuURQXi6dndcBy3XRUGfCiRw_dZVJmV11tJDpdxAM4Pta2ddJFcBkjlMTzozqfLIxHGC9I5oP41KhUSE6rchFcNF-7482BwyYP4R_JtsuHtXyaDV1CK7-lAJ-Xfr_-9Un-0c8q0A5Ph4px1xhnp6RcCN0DCJdgf_PCdBzkE9TwHh3J0pZnQlG10in1wa-xmM1PfR_AeJZmFVqbi8ykxGe9DgvLHk0gSAUTKaDRxKC3AU0j1BA2NnMW2jpZUMgz3WTSEqQ3Qr7QUpT7Tg6DMCDkGwMm4bIjQaMG8Li7OJDB4zyE0K8Sh6uottFx6FtffL_MyZABXJrKePeQ_PI2I1lPAG7DaOub5l2ijSiR_wRdVz4zSBgJQhBjFoENaOQTJj8GxB6XvqEJelUZGACqDirArCdQ=&xkcb=SoAL-_M3JtOZe3QgQR0LbzkdCdPP&p=0&fvj=0&vjs=3,National Security Agency,"Fort Meade, MD","$81,233 - $183,500 a year",Full-time,"Relevant experience must be in one or more of the following (for Entry level) but in two or more for Full Performance, Senior, and Expert levels: designing…",,,"Posted
Posted 21 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=092e58153dc6e1c1&fccid=6f31e2074a3d8a7b&vjs=3,Northwell Health,"Lake Success, NY 11020","$75,020 - $126,250 a year",Full-time,"Minimum of two (2) years of post-graduate training or experience involving quantitative data analysis, required and working with clinical data, data science,…",data,,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=3876c440eeabc650&fccid=bb0aec68dcf6568e&vjs=3,Kickstarter.com,Remote,"$110,000 - $130,000 a year",,You have 2-5 years of professional experience in data analytics for a technical product.,data,Democratizing data access across the organization and providing tools…,"Posted
Posted 13 days ago",Remote,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=ab50cfa59689a924&fccid=dd616958bd9ddc12&vjs=3,,"Pasadena, CA","$72,000 - $132,000 a year",Full-time,"Knowledge and deployment of advanced statistical and machine learning concepts used in big data analysis including non-parametric tests, ANOVA, mixed models,…",data,,"Posted
Posted 5 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35k5gi47d801&jk=ab50cfa59689a924&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DkAPNhxfyBwZ0bmZ0Y2yqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 4 available locations,,,,,,,,,,,,,
"Data Scientist, Product Analytics",https://www.indeed.com/rc/clk?jk=1bc02d5e0d734e73&fccid=ba07516c418dda52&vjs=3,Facebook App,"San Francisco, CA","$109,000 - $166,000 a year",,"Communication and influence: You won’t simply present data, but tell data-driven stories.",data,A minimum of 2 years of work experience in analytics (minimum of 1…,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35k5gi47d801&jk=1bc02d5e0d734e73&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_iork5qhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 30 available locations,,,,,,,,,,,,,
Decision Scientist,https://www.indeed.com/rc/clk?jk=c3b74f819d32b9f3&fccid=4ed80f3a97849f22&vjs=3,The Walt Disney Company (Corporate),"Lake Buena Vista, FL",,,"The DDSI team sits at the intersection of business strategy, advanced analytics, and technology integration to help our partners explore opportunities for…",,,"Posted
Posted 3 days ago",,,,,,,,,,,,,,,,
